Score,Route Travel Time,Number of pax served,Route,,,,
0.846666667,56,39, Chinese Garden MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,  Somerset MRT Station
0.846666667,56,39, Jurong East MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,  Somerset MRT Station
0.846666667,56,39, Pioneer MRT Station,  Yew Tee MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Yio Chu Kang MRT Station
0.843333333,55,38, Woodlands MRT Station,  Bukit Panjang MRT Station,  Yew Tee MRT Station, Clementi MRT Station,  Somerset MRT Station
0.843333333,55,38, Pioneer MRT Station,  Chinese Garden MRT Station, Clementi MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station
0.843333333,55,38, Pioneer MRT Station,  Jurong East MRT Station, Clementi MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station
0.843333333,55,38, Pioneer MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station,  Yio Chu Kang MRT Station
0.843333333,55,38, Choa Chu Kang MRT Station,  Pioneer MRT Station, Clementi MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
0.843333333,55,38, Choa Chu Kang MRT Station,  Pioneer MRT Station,  Jurong East MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
0.843333333,55,38, Jurong East MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Marymount MRT Station,  Somerset MRT Station
0.843333333,55,38, Chinese Garden MRT Station, Bukit Panjang MRT Station,  Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Somerset MRT Station
0.843333333,55,38,Choa Chu Kang MRT Station,  Pioneer MRT Station,  Chinese Garden MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station
0.843333333,55,38, Yew Tee MRT Station, Pioneer MRT Station,  Jurong East MRT Station,  Beauty World MRT Station,  Ang Mo Kio MRT Station
0.84,54,37,Clementi MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Bishan MRT Station
0.84,54,37,Clementi MRT Station,  Bukit Panjang MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station,  Serangoon MRT Station
0.84,54,37,Clementi MRT Station,  Beauty World MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Somerset MRT Station
0.84,54,37, Yew Tee MRT Station, Clementi MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
0.84,54,37, Pioneer MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station, Bishan MRT Station,  Serangoon MRT Station
0.84,54,37, Pioneer MRT Station,  Beauty World MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station
0.84,54,37, Pioneer MRT Station,  Yew Tee MRT Station,  Bukit Panjang MRT Station,  Somerset MRT Station, Bishan MRT Station
0.84,54,37, Pioneer MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Serangoon MRT Station,  Toa Payoh MRT Station
0.84,54,37,Woodlands MRT Station,  Yew Tee MRT Station,  Bukit Panjang MRT Station,  Chinese Garden MRT Station,  Somerset MRT Station
0.84,54,37,Woodlands MRT Station,  Choa Chu Kang MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Marymount MRT Station
0.84,54,37, Pioneer MRT Station,  Yew Tee MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
0.84,54,37, Pioneer MRT Station,  Jurong East MRT Station, Bukit Panjang MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station
0.84,54,37, Pioneer MRT Station,  Jurong East MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
0.84,54,37, Pioneer MRT Station,  Chinese Garden MRT Station,  Beauty World MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station
0.84,54,37, Pioneer MRT Station,  Chinese Garden MRT Station, Bukit Panjang MRT Station,  Yew Tee MRT Station,  Yio Chu Kang MRT Station
0.84,54,37,Choa Chu Kang MRT Station,  Pioneer MRT Station,  Jurong East MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
0.84,54,37, Pioneer MRT Station, Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station,  Somerset MRT Station
0.836666667,53,36,Clementi MRT Station,  Pioneer MRT Station,  Bukit Panjang MRT Station,  Bishan MRT Station,  Toa Payoh MRT Station
0.836666667,53,36, Woodlands MRT Station, Clementi MRT Station,  Somerset MRT Station,  Toa Payoh MRT Station,  Marymount MRT Station
0.836666667,53,36, Woodlands MRT Station,  Beauty World MRT Station, Clementi MRT Station,  Somerset MRT Station,  Marymount MRT Station
0.836666667,53,36,Clementi MRT Station,  Pioneer MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
0.836666667,53,36,Clementi MRT Station,  Beauty World MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
0.836666667,53,36,Clementi MRT Station,  Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
0.836666667,53,36, Woodlands MRT Station,  Yew Tee MRT Station,  Somerset MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
0.836666667,53,36, Jurong East MRT Station,  Yew Tee MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station
0.836666667,53,36, Pioneer MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Somerset MRT Station
0.836666667,53,36, Pioneer MRT Station,  Yew Tee MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station
0.836666667,53,36, Pioneer MRT Station,  Chinese Garden MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Toa Payoh MRT Station
0.836666667,53,36, Pioneer MRT Station,  Jurong East MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station
0.836666667,53,36, Jurong East MRT Station,  Bukit Panjang MRT Station,  Yew Tee MRT Station, Woodlands MRT Station,  Serangoon MRT Station
0.836666667,53,36, Jurong East MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
0.836666667,53,36, Pioneer MRT Station,  Chinese Garden MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
0.836666667,53,36, Yew Tee MRT Station, Woodlands MRT Station,  Marymount MRT Station,  Serangoon MRT Station,  Somerset MRT Station
0.836666667,53,36,Choa Chu Kang MRT Station,  Pioneer MRT Station,  Chinese Garden MRT Station,  Jurong East MRT Station,  Ang Mo Kio MRT Station
0.836666667,59,41,Clementi MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
0.836666667,59,41, Pioneer MRT Station,  Beauty World MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
0.833333333,52,35, Yew Tee MRT Station,  Bukit Panjang MRT Station,  Chinese Garden MRT Station, Clementi MRT Station,  Bishan MRT Station
0.833333333,52,35, Yew Tee MRT Station,  Bukit Panjang MRT Station,  Jurong East MRT Station, Clementi MRT Station,  Bishan MRT Station
0.833333333,52,35,Clementi MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Bishan MRT Station,  Serangoon MRT Station
0.833333333,52,35,Clementi MRT Station,  Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Bishan MRT Station,  Serangoon MRT Station
0.833333333,52,35, Woodlands MRT Station,  Choa Chu Kang MRT Station,  Beauty World MRT Station, Clementi MRT Station,  Somerset MRT Station
0.833333333,52,35, Woodlands MRT Station,  Choa Chu Kang MRT Station,  Yew Tee MRT Station, Clementi MRT Station,  Somerset MRT Station
0.833333333,52,35, Jurong East MRT Station, Clementi MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
0.833333333,52,35, Woodlands MRT Station,  Yew Tee MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station
0.833333333,52,35, Chinese Garden MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station
0.833333333,52,35, Bukit Panjang MRT Station,  Pioneer MRT Station, Clementi MRT Station,  Somerset MRT Station,  Serangoon MRT Station
0.833333333,52,35, Yew Tee MRT Station, Clementi MRT Station,  Somerset MRT Station,  Toa Payoh MRT Station,  Marymount MRT Station
0.833333333,52,35,Clementi MRT Station,  Beauty World MRT Station,  Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.833333333,52,35, Woodlands MRT Station,  Choa Chu Kang MRT Station,  Somerset MRT Station, Bishan MRT Station,  Serangoon MRT Station
0.833333333,52,35, Chinese Garden MRT Station,  Yew Tee MRT Station,  Woodlands MRT Station,  Marymount MRT Station, Bishan MRT Station
0.833333333,52,35, Chinese Garden MRT Station,  Pioneer MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Bishan MRT Station
0.833333333,52,35, Pioneer MRT Station,  Yew Tee MRT Station,  Somerset MRT Station, Bishan MRT Station,  Marymount MRT Station
0.833333333,52,35, Pioneer MRT Station,  Chinese Garden MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Serangoon MRT Station
0.833333333,52,35,Woodlands MRT Station,  Choa Chu Kang MRT Station,  Pioneer MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station
0.833333333,52,35,Woodlands MRT Station,  Choa Chu Kang MRT Station,  Jurong East MRT Station,  Beauty World MRT Station,  Marymount MRT Station
0.833333333,52,35, Pioneer MRT Station, Woodlands MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station
0.833333333,52,35, Chinese Garden MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station,  Toa Payoh MRT Station
0.833333333,52,35, Chinese Garden MRT Station,  Yew Tee MRT Station, Woodlands MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
0.833333333,52,35, Jurong East MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station,  Toa Payoh MRT Station
0.833333333,52,35, Chinese Garden MRT Station,  Yew Tee MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.833333333,52,35,Woodlands MRT Station,  Yew Tee MRT Station,  Chinese Garden MRT Station,  Beauty World MRT Station,  Marymount MRT Station
0.833333333,52,35,Woodlands MRT Station,  Yew Tee MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Serangoon MRT Station
0.833333333,52,35,Bukit Panjang MRT Station,  Choa Chu Kang MRT Station,  Pioneer MRT Station,  Jurong East MRT Station,  Somerset MRT Station
0.833333333,52,35, Pioneer MRT Station,  Chinese Garden MRT Station, Bukit Panjang MRT Station,  Yew Tee MRT Station,  Somerset MRT Station
0.833333333,52,35, Jurong East MRT Station,  Pioneer MRT Station, Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
0.833333333,52,35, Pioneer MRT Station, Choa Chu Kang MRT Station,  Yew Tee MRT Station,  Somerset MRT Station,  Marymount MRT Station
0.833333333,52,35,Choa Chu Kang MRT Station,  Yew Tee MRT Station,  Chinese Garden MRT Station,  Beauty World MRT Station,  Yio Chu Kang MRT Station
0.833333333,52,35,Pioneer MRT Station,  Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station,  Toa Payoh MRT Station
0.833333333,52,35,Pioneer MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.833333333,52,35,Pioneer MRT Station,  Jurong East MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
0.833333333,58,40,Clementi MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Somerset MRT Station
0.833333333,58,40,Clementi MRT Station,  Pioneer MRT Station,  Yew Tee MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station
0.833333333,58,40, Jurong East MRT Station,  Yew Tee MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
0.83,57,39, Woodlands MRT Station,  Bukit Panjang MRT Station, Clementi MRT Station,  Somerset MRT Station,  Marymount MRT Station
0.83,57,39, Yew Tee MRT Station,  Bukit Panjang MRT Station, Clementi MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station
0.83,57,39, Jurong East MRT Station,  Pioneer MRT Station,  Yew Tee MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station
0.83,57,39, Pioneer MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Somerset MRT Station,  Toa Payoh MRT Station
0.83,57,39, Pioneer MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station
0.83,57,39, Pioneer MRT Station,  Yew Tee MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Somerset MRT Station
0.826666667,56,38,Clementi MRT Station,  Pioneer MRT Station,  Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Bishan MRT Station
0.826666667,56,38,Clementi MRT Station,  Pioneer MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Yio Chu Kang MRT Station
0.826666667,56,38, Yew Tee MRT Station,  Pioneer MRT Station, Clementi MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
0.826666667,56,38, Pioneer MRT Station,  Yew Tee MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station, Bishan MRT Station
0.826666667,56,38, Yew Tee MRT Station,  Pioneer MRT Station,  Jurong East MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
0.826666667,56,38,Woodlands MRT Station,  Bukit Panjang MRT Station,  Yew Tee MRT Station,  Pioneer MRT Station,  Beauty World MRT Station
0.826666667,56,38, Yio Chu Kang MRT Station, Woodlands MRT Station,  Choa Chu Kang MRT Station,  Beauty World MRT Station,  Somerset MRT Station
0.826666667,56,38, Pioneer MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station,  Somerset MRT Station
0.826666667,56,38, Pioneer MRT Station, Bukit Panjang MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.826666667,56,38, Jurong East MRT Station, Bukit Panjang MRT Station,  Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Somerset MRT Station
0.826666667,56,38,Choa Chu Kang MRT Station,  Pioneer MRT Station,  Jurong East MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station
0.826666667,56,38, Yew Tee MRT Station, Pioneer MRT Station,  Chinese Garden MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station
0.823333333,55,37,Clementi MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Bishan MRT Station,  Serangoon MRT Station
0.823333333,55,37,Clementi MRT Station,  Yew Tee MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Bishan MRT Station
0.823333333,55,37, Woodlands MRT Station,  Bukit Panjang MRT Station,  Pioneer MRT Station, Clementi MRT Station,  Toa Payoh MRT Station
0.823333333,55,37,Clementi MRT Station,  Pioneer MRT Station,  Yew Tee MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station
0.823333333,55,37,Clementi MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Somerset MRT Station,  Toa Payoh MRT Station
0.823333333,55,37,Clementi MRT Station,  Beauty World MRT Station,  Yew Tee MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station
0.823333333,55,37, Choa Chu Kang MRT Station, Clementi MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
0.823333333,55,37, Woodlands MRT Station,  Bukit Panjang MRT Station,  Chinese Garden MRT Station,  Somerset MRT Station, Bishan MRT Station
0.823333333,55,37, Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Yew Tee MRT Station,  Woodlands MRT Station, Bishan MRT Station
0.823333333,55,37, Pioneer MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Somerset MRT Station
0.823333333,55,37,Woodlands MRT Station,  Yew Tee MRT Station,  Bukit Panjang MRT Station,  Jurong East MRT Station,  Somerset MRT Station
0.823333333,55,37, Pioneer MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Somerset MRT Station
0.823333333,55,37, Yew Tee MRT Station, Pioneer MRT Station,  Jurong East MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
0.82,54,36,Clementi MRT Station,  Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Bishan MRT Station
0.82,54,36,Clementi MRT Station,  Jurong East MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Bishan MRT Station
0.82,54,36,Clementi MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station,  Marymount MRT Station,  Bishan MRT Station
0.82,54,36, Pioneer MRT Station, Clementi MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Bishan MRT Station
0.82,54,36,Clementi MRT Station,  Pioneer MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Bishan MRT Station
0.82,54,36,Clementi MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
0.82,54,36,Clementi MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.82,54,36,Clementi MRT Station,  Beauty World MRT Station,  Yew Tee MRT Station,  Woodlands MRT Station,  Marymount MRT Station
0.82,54,36, Yew Tee MRT Station,  Pioneer MRT Station, Clementi MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station
0.82,54,36,Clementi MRT Station,  Beauty World MRT Station,  Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
0.82,54,36, Woodlands MRT Station,  Choa Chu Kang MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Somerset MRT Station
0.82,54,36, Pioneer MRT Station,  Beauty World MRT Station,  Woodlands MRT Station,  Marymount MRT Station, Bishan MRT Station
0.82,54,36, Pioneer MRT Station,  Jurong East MRT Station,  Bukit Panjang MRT Station,  Yew Tee MRT Station, Woodlands MRT Station
0.82,54,36,Woodlands MRT Station,  Choa Chu Kang MRT Station,  Pioneer MRT Station,  Beauty World MRT Station,  Marymount MRT Station
0.82,54,36, Chinese Garden MRT Station,  Beauty World MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station
0.82,54,36, Pioneer MRT Station,  Beauty World MRT Station, Woodlands MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
0.82,54,36, Pioneer MRT Station,  Beauty World MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.82,54,36, Pioneer MRT Station,  Jurong East MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
0.82,54,36, Chinese Garden MRT Station,  Yew Tee MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
0.82,54,36, Pioneer MRT Station,  Jurong East MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Somerset MRT Station
